,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
1078,Rated Bullet game,https://lichess.org/cmrdTAqe,2021.01.20,?,Tymbun,DaenaliaEvandruile,1-0,891,-5,A00,Time forfeit,60+0,2021.01.20,11:30:19,Standard,924,+14
1079,Rated Rapid game,https://lichess.org/TzgzIM8b,2021.01.19,?,MBoydas,DaenaliaEvandruile,1-0,1159,-33,D00,Normal,600+0,2021.01.19,13:19:47,Standard,1160,+5
1080,Rated Bullet game,https://lichess.org/Xb4zsVa2,2021.01.19,?,DaenaliaEvandruile,ENES_24,1-0,775,-31,A10,Normal,60+0,2021.01.19,13:17:16,Standard,887,+4
1081,Rated Rapid game,https://lichess.org/Sg2hUfVO,2021.01.19,?,Gotham1984,DaenaliaEvandruile,0-1,1133,+26,C41,Normal,600+0,2021.01.19,12:57:16,Standard,1004,-3
1082,Rated Bullet game,https://lichess.org/JaS3IIeD,2021.01.19,?,DaenaliaEvandruile,przemuz,1-0,873,-23,B21,Time forfeit,60+0,2021.01.19,12:50:00,Standard,882,+5
1083,Rated Bullet game,https://lichess.org/LhumUxec,2021.01.19,?,GurzOyoutube,DaenaliaEvandruile,1-0,887,-5,C20,Time forfeit,60+0,2021.01.19,12:47:42,Standard,909,+5
1084,Rated Bullet game,https://lichess.org/OUfOutIP,2021.01.19,?,DaenaliaEvandruile,Niel22,1-0,851,-5,A40,Time forfeit,60+0,2021.01.19,12:38:19,Standard,882,+5
1085,Rated Bullet game,https://lichess.org/IhzpV2VF,2021.01.19,?,DaenaliaEvandruile,Jesse35,1-0,741,-4,A21,Normal,60+0,2021.01.19,12:36:40,Standard,879,+3
1086,Rated Bullet game,https://lichess.org/nu2NGyys,2021.01.19,?,Jesse35,DaenaliaEvandruile,0-1,875,+4,C23,Time forfeit,60+0,2021.01.19,12:34:20,Standard,745,-4
1087,Rated Bullet game,https://lichess.org/qs2dgize,2021.01.19,?,DaenaliaEvandruile,Dacrio,0-1,903,+6,A02,Normal,60+0,2021.01.19,12:31:40,Standard,880,-5
1088,Rated Bullet game,https://lichess.org/GRvul2Uj,2021.01.19,?,Dacrio,DaenaliaEvandruile,1-0,886,-6,A80,Normal,60+0,2021.01.19,12:30:16,Standard,898,+5
1089,Rated Bullet game,https://lichess.org/qy4Jsg98,2021.01.19,?,DaenaliaEvandruile,ixdgo,0-1,839,+23,A00,Normal,60+0,2021.01.19,12:29:42,Standard,892,-6
1090,Rated Bullet game,https://lichess.org/mjIy99Cf,2021.01.19,?,DaenaliaEvandruile,Donk97,1-0,894,-5,A00,Normal,60+0,2021.01.19,12:29:07,Standard,886,+6
1091,Rated Rapid game,https://lichess.org/FooktZB1,2021.01.19,?,Aims_21,DaenaliaEvandruile,1-0,1179,-46,B21,Normal,600+0,2021.01.19,12:14:09,Standard,1122,+17
1092,Rated Rapid game,https://lichess.org/ZXVcjj9q,2021.01.19,?,DaenaliaEvandruile,Rithu123,1/2-1/2,1212,-2,A00,Normal,600+0,2021.01.19,07:44:15,Standard,1175,+4
1093,Rated Bullet game,https://lichess.org/Ru3B5g1A,2021.01.19,?,iamsanskruti,DaenaliaEvandruile,1-0,893,-7,C25,Normal,60+0,2021.01.19,07:37:28,Standard,782,+14
1094,Rated Bullet game,https://lichess.org/TiW5tQKE,2021.01.19,?,DaenaliaEvandruile,Strongqueena,1-0,1005,-13,A00,Time forfeit,60+0,2021.01.19,07:34:57,Standard,886,+7
1095,Rated Bullet game,https://lichess.org/Qo37Di5N,2021.01.19,?,DaenaliaEvandruile,Penderus,1-0,904,-13,A40,Time forfeit,60+0,2021.01.19,07:32:57,Standard,880,+6
1096,Rated Bullet game,https://lichess.org/1QJW5q7p,2021.01.19,?,Penderus,DaenaliaEvandruile,1-0,885,-5,C20,Time forfeit,60+0,2021.01.19,07:30:09,Standard,891,+13
1097,Rated Bullet game,https://lichess.org/R3p7ti7k,2021.01.19,?,amrishtere,DaenaliaEvandruile,0-1,881,+4,A40,Time forfeit,60+0,2021.01.19,07:27:32,Standard,802,-4
1098,Rated Bullet game,https://lichess.org/UktSc8Ud,2021.01.19,?,Robonautics,DaenaliaEvandruile,1-0,885,-4,C40,Normal,60+0,2021.01.19,07:26:23,Standard,971,+5
1099,Rated Bullet game,https://lichess.org/2DO1h6LY,2021.01.19,?,DaenaliaEvandruile,Aarav_Ks,1-0,838,-5,A00,Time forfeit,60+0,2021.01.19,07:25:09,Standard,880,+5
1100,Rated Bullet game,https://lichess.org/c3z1NQwv,2021.01.19,?,DaenaliaEvandruile,yakov1032,0-1,873,+19,A30,Time forfeit,60+0,2021.01.19,07:22:36,Standard,886,-6
1101,Casual Bullet game,https://lichess.org/5KVOYuoQ,2021.01.19,?,PolynomialTime,DaenaliaEvandruile,1-0,886,,C20,Time forfeit,60+0,2021.01.19,07:17:55,Standard,1233,
1102,Casual Bullet game,https://lichess.org/s4HfUs27,2021.01.19,?,DaenaliaEvandruile,PolynomialTime,0-1,1233,,A40,Normal,60+0,2021.01.19,07:14:40,Standard,886,
1103,Casual Bullet game,https://lichess.org/OZYN6HwF,2021.01.19,?,PolynomialTime,DaenaliaEvandruile,1-0,886,,A00,Time forfeit,60+0,2021.01.19,07:12:04,Standard,1233,
1104,Casual Bullet game,https://lichess.org/zBRm3jeZ,2021.01.19,?,DaenaliaEvandruile,PolynomialTime,1-0,1233,,A00,Time forfeit,60+0,2021.01.19,07:05:59,Standard,886,
1105,Casual Bullet game,https://lichess.org/cxNEoKnP,2021.01.19,?,PolynomialTime,DaenaliaEvandruile,1-0,886,,D00,Time forfeit,60+0,2021.01.19,07:03:03,Standard,1233,
1106,Casual Bullet game,https://lichess.org/ztUn7bDi,2021.01.19,?,DaenaliaEvandruile,PolynomialTime,0-1,1233,,A00,Normal,60+0,2021.01.19,07:00:53,Standard,886,
1107,Casual Bullet game,https://lichess.org/uxHGUBBK,2021.01.17,?,DaenaliaEvandruile,PolynomialTime,0-1,1192,,A00,Normal,60+0,2021.01.17,14:58:36,Standard,886,
1108,Casual Bullet game,https://lichess.org/EJfN7Gaa,2021.01.17,?,PolynomialTime,DaenaliaEvandruile,1-0,886,,D00,Normal,60+0,2021.01.17,14:55:49,Standard,1192,
1109,Casual Bullet game,https://lichess.org/eJkzSJz1,2021.01.17,?,DaenaliaEvandruile,PolynomialTime,1-0,1192,,A01,Time forfeit,60+0,2021.01.17,14:52:28,Standard,886,
1110,Casual Bullet game,https://lichess.org/1YUaD5Gh,2021.01.17,?,PolynomialTime,DaenaliaEvandruile,0-1,886,,D00,Time forfeit,60+0,2021.01.17,14:49:30,Standard,1192,
1111,Casual Bullet game,https://lichess.org/lGAdYr8H,2021.01.17,?,DaenaliaEvandruile,PolynomialTime,1-0,1192,,A00,Time forfeit,60+0,2021.01.17,14:46:36,Standard,886,
1112,Casual Bullet game,https://lichess.org/wFvaKZsQ,2021.01.17,?,PolynomialTime,DaenaliaEvandruile,1-0,886,,D00,Normal,60+0,2021.01.17,14:45:14,Standard,1192,
1113,Casual Bullet game,https://lichess.org/KAQaIlkg,2021.01.17,?,DaenaliaEvandruile,PolynomialTime,0-1,1192,,A45,Normal,60+0,2021.01.17,14:42:38,Standard,886,
1114,Rated Bullet game,https://lichess.org/6OLnm3eX,2021.01.17,?,haliko6030,DaenaliaEvandruile,0-1,881,+5,C20,Time forfeit,60+0,2021.01.17,14:38:37,Standard,828,-6
1115,Rated Bullet game,https://lichess.org/dQLfLrSP,2021.01.17,?,DaenaliaEvandruile,GrandmasterYc,1/2-1/2,875,+0,A20,Normal,60+0,2021.01.17,13:35:32,Standard,881,+0
1116,Rated Bullet game,https://lichess.org/zmrEiPOu,2021.01.17,?,DaenaliaEvandruile,brainhub,1-0,937,-9,A02,Time forfeit,60+0,2021.01.17,13:32:54,Standard,874,+7
1117,Rated Bullet game,https://lichess.org/7zQTVSH3,2021.01.17,?,Clemclem28,DaenaliaEvandruile,1-0,881,-7,D00,Time forfeit,60+0,2021.01.17,13:30:51,Standard,846,+7
1118,Rated Bullet game,https://lichess.org/fBTdMzHJ,2021.01.17,?,SebasBelmonte01,DaenaliaEvandruile,1-0,886,-5,B02,Normal,60+0,2021.01.17,13:29:46,Standard,868,+20
1119,Rated Bullet game,https://lichess.org/kQ5akV9e,2021.01.17,?,DaenaliaEvandruile,SebasBelmonte01,1-0,888,-20,A34,Time forfeit,60+0,2021.01.17,13:27:31,Standard,881,+5
1120,Rated Bullet game,https://lichess.org/tsdWd9BE,2021.01.17,?,DaenaliaEvandruile,koctyad,1-0,924,-18,A00,Time forfeit,60+0,2021.01.17,13:24:45,Standard,874,+7
1121,Rated Bullet game,https://lichess.org/16mp32g6,2021.01.17,?,supernova13,DaenaliaEvandruile,0-1,867,+7,C40,Time forfeit,60+0,2021.01.17,13:22:11,Standard,962,-7
1122,Rated Bullet game,https://lichess.org/vc0dIWX5,2021.01.17,?,DaenaliaEvandruile,kyngeno,0-1,945,+5,A00,Normal,60+0,2021.01.17,13:21:21,Standard,871,-4
1123,Rated Blitz game,https://lichess.org/PLoCjFSI,2021.01.17,?,DaenaliaEvandruile,MeatyMarleyy,1-0,786,-7,A00,Normal,180+0,2021.01.17,13:18:31,Standard,764,+24
1124,Rated Blitz game,https://lichess.org/1xhs6GfR,2021.01.17,?,cheGe1234,DaenaliaEvandruile,1-0,778,-14,A40,Normal,180+0,2021.01.17,13:16:06,Standard,930,+4
1125,Rated Blitz game,https://lichess.org/LrrwBwjk,2021.01.17,?,Alex_Gavrilov,DaenaliaEvandruile,1-0,802,-24,B02,Time forfeit,180+0,2021.01.17,13:08:31,Standard,804,+25
1126,Rated Blitz game,https://lichess.org/Ii2x5mh4,2021.01.17,?,FletcherMiles,DaenaliaEvandruile,0-1,785,+17,A05,Normal,180+0,2021.01.17,13:06:33,Standard,649,-21
1127,Rated Blitz game,https://lichess.org/CHJU22DD,2021.01.17,?,alfatehhakim,DaenaliaEvandruile,1-0,814,-29,A40,Normal,180+0,2021.01.17,13:04:21,Standard,807,+7
1128,Rated Bullet game,https://lichess.org/87pARb85,2021.01.17,?,DaenaliaEvandruile,Siggedendigge,0-1,1063,+37,A00,Time forfeit,60+0,2021.01.17,12:54:23,Standard,874,-3
1129,Rated Bullet game,https://lichess.org/GR8hc8Kg,2021.01.17,?,DaenaliaEvandruile,Alokraaz,0-1,858,+6,C33,Normal,60+0,2021.01.17,12:52:33,Standard,880,-6
1130,Rated Blitz game,https://lichess.org/OQoMB8S1,2021.01.17,?,g1cc,DaenaliaEvandruile,1/2-1/2,813,+1,A40,Normal,180+0,2021.01.17,12:45:02,Standard,823,+0
1131,Rated Blitz game,https://lichess.org/L3BotdLV,2021.01.17,?,itcane,DaenaliaEvandruile,1-0,840,-27,B02,Normal,180+0,2021.01.17,12:44:16,Standard,904,+4
1132,Rated Bullet game,https://lichess.org/s5F5o5Yg,2021.01.17,?,DaenaliaEvandruile,username-123,0-1,911,+5,A10,Time forfeit,60+0,2021.01.17,12:41:45,Standard,886,-6
1133,Rated Bullet game,https://lichess.org/LwEOzejS,2021.01.17,?,DaenaliaEvandruile,m3r8t,0-1,962,+7,A40,Normal,60+0,2021.01.17,12:39:53,Standard,890,-4
1134,Rated Bullet game,https://lichess.org/GBCM9EP3,2021.01.17,?,DaenaliaEvandruile,AHMADREZA7722,0-1,915,+6,D00,Time forfeit,60+0,2021.01.17,12:37:19,Standard,896,-6
1135,Rated Bullet game,https://lichess.org/EZ6SoeH4,2021.01.17,?,sagiA13,DaenaliaEvandruile,1-0,902,-6,C40,Time forfeit,60+0,2021.01.17,12:34:47,Standard,855,+10
1136,Rated Bullet game,https://lichess.org/irasNSdb,2021.01.17,?,DaenaliaEvandruile,acharnav,1-0,891,-6,A00,Time forfeit,60+0,2021.01.17,01:22:12,Standard,897,+5
1137,Rated Bullet game,https://lichess.org/wfj8pDYX,2021.01.17,?,rmagalhaes,DaenaliaEvandruile,1-0,901,-4,C20,Time forfeit,60+0,2021.01.17,01:19:47,Standard,973,+4
1138,Rated Bullet game,https://lichess.org/V0Rxjnu4,2021.01.16,?,DaenaliaEvandruile,NickRG,1-0,863,-5,A20,Normal,60+0,2021.01.16,14:11:07,Standard,896,+5
1139,Rated Bullet game,https://lichess.org/rxXxO1w1,2021.01.16,?,YIDO1,DaenaliaEvandruile,1-0,901,-5,C20,Time forfeit,60+0,2021.01.16,14:08:34,Standard,961,+25
1140,Rated Bullet game,https://lichess.org/29RqeMP8,2021.01.16,?,DaenaliaEvandruile,josue_maldonado,0-1,809,+12,A02,Normal,60+0,2021.01.16,14:07:59,Standard,909,-8
1141,Rated Bullet game,https://lichess.org/TmLAcAxd,2021.01.16,?,AvijitIndia,DaenaliaEvandruile,1-0,913,-4,A01,Normal,60+0,2021.01.16,14:07:15,Standard,1051,+4
1142,Rated Blitz game,https://lichess.org/IHLDswKF,2021.01.16,?,DaenaliaEvandruile,tiofsd,0-1,908,+5,A00,Time forfeit,180+0,2021.01.16,14:00:59,Standard,872,-32
1143,Rated Bullet game,https://lichess.org/WT3IASUe,2021.01.16,?,JAMPIER,DaenaliaEvandruile,1-0,917,-4,D10,Normal,60+0,2021.01.16,13:58:40,Standard,1035,+4
1144,Rated Bullet game,https://lichess.org/dyjKAXAY,2021.01.16,?,slangekop66,DaenaliaEvandruile,0-1,910,+7,C23,Time forfeit,60+0,2021.01.16,13:22:25,Standard,940,-6
1145,Rated Bullet game,https://lichess.org/QqoyIe0U,2021.01.16,?,DaenaliaEvandruile,Merdopasha,1-0,968,-45,A02,Time forfeit,60+0,2021.01.16,09:23:34,Standard,902,+8
1146,Rated Bullet game,https://lichess.org/IJ5L35kp,2021.01.16,?,Bum_Chiki_Bum,DaenaliaEvandruile,1-0,909,-7,A80,Normal,60+0,2021.01.16,09:22:19,Standard,907,+15
1147,Rated Bullet game,https://lichess.org/yoctFG5S,2021.01.16,?,DaenaliaEvandruile,basakgokcen2c,1-0,1042,-236,A03,Time forfeit,60+0,2021.01.16,09:19:43,Standard,903,+6
1148,Rated Bullet game,https://lichess.org/3t6we1yU,2021.01.16,?,Koteswarr,DaenaliaEvandruile,0-1,896,+7,D00,Time forfeit,60+0,2021.01.16,09:16:45,Standard,899,-6
1149,Rated Bullet game,https://lichess.org/dTzXfMen,2021.01.16,?,DaenaliaEvandruile,mikeguapo3272,0-1,983,+5,A20,Time forfeit,60+0,2021.01.16,09:14:11,Standard,901,-5
1150,Rated Bullet game,https://lichess.org/hlRZO2Zm,2021.01.16,?,bymikelee,DaenaliaEvandruile,0-1,893,+8,A43,Time forfeit,60+0,2021.01.16,03:19:28,Standard,945,-7
1151,Rated Bullet game,https://lichess.org/p4IispaC,2021.01.16,?,Vzyali_zabrali,DaenaliaEvandruile,0-1,886,+7,C40,Time forfeit,60+0,2021.01.16,03:17:07,Standard,844,-5
1152,Rated Bullet game,https://lichess.org/po9IxJ58,2021.01.16,?,DaenaliaEvandruile,ScrimJaugeem,1-0,854,-11,A00,Time forfeit,60+0,2021.01.16,03:12:56,Standard,879,+7
1153,Rated Bullet game,https://lichess.org/cEvDDjEV,2021.01.16,?,Gepru,DaenaliaEvandruile,1-0,886,-7,C40,Normal,60+0,2021.01.16,03:10:15,Standard,933,+5
1154,Rated Bullet game,https://lichess.org/qHIbpCCy,2021.01.16,?,DaenaliaEvandruile,Pascorov,0-1,844,+25,D00,Time forfeit,60+0,2021.01.16,03:07:40,Standard,894,-8
1155,Rated Bullet game,https://lichess.org/aTN6a3mb,2021.01.16,?,LostError,DaenaliaEvandruile,0-1,887,+7,A40,Time forfeit,60+0,2021.01.16,03:04:57,Standard,869,-12
1156,Rated Bullet game,https://lichess.org/sq9VM9I6,2021.01.16,?,DaenaliaEvandruile,bebeto98,0-1,1021,+6,A00,Time forfeit,60+0,2021.01.16,03:02:15,Standard,892,-5
1157,Rated Bullet game,https://lichess.org/1if0tGfo,2021.01.16,?,vaughtt,DaenaliaEvandruile,1-0,900,-8,D00,Time forfeit,60+0,2021.01.16,03:00:10,Standard,911,+9
1158,Rated Bullet game,https://lichess.org/4eAfrVxv,2021.01.15,?,DaenaliaEvandruile,AmirulHaziq09,1-0,828,-7,A00,Normal,60+0,2021.01.15,15:28:27,Standard,893,+7
1159,Rated Bullet game,https://lichess.org/n8DTnBEX,2021.01.15,?,DaenaliaEvandruile,sickhangover,0-1,956,+5,A20,Time forfeit,60+0,2021.01.15,15:26:05,Standard,901,-8
1160,Rated Bullet game,https://lichess.org/r2BqAvLv,2021.01.15,?,pepewin,DaenaliaEvandruile,1-0,911,-10,A00,Normal,60+0,2021.01.15,15:24:37,Standard,864,+7
1161,Rated Bullet game,https://lichess.org/PnC3gfIu,2021.01.15,?,Jericho94,DaenaliaEvandruile,1-0,919,-8,C42,Normal,60+0,2021.01.15,15:23:59,Standard,949,+6
1162,Rated Bullet game,https://lichess.org/cW82OqKC,2021.01.15,?,DaenaliaEvandruile,TimmyAkmed,0-1,1082,+100,B01,Time forfeit,60+0,2021.01.15,15:21:54,Standard,924,-5
1163,Rated Blitz game,https://lichess.org/Et7HjAtB,2021.01.15,?,Kishore_P,DaenaliaEvandruile,0-1,832,+40,B02,Time forfeit,180+0,2021.01.15,15:19:43,Standard,834,-18
1164,Rated Blitz game,https://lichess.org/7IYFAFYJ,2021.01.15,?,Garaxxx,DaenaliaEvandruile,0-1,778,+54,B02,Normal,180+0,2021.01.15,15:15:35,Standard,836,-6
1165,Rated Bullet game,https://lichess.org/lUlqKBVx,2021.01.15,?,DaenaliaEvandruile,TheNomyzys,0-1,973,+5,A00,Time forfeit,60+0,2021.01.15,15:12:55,Standard,932,-8
1166,Rated Bullet game,https://lichess.org/zPdK5die,2021.01.15,?,macca0,DaenaliaEvandruile,1-0,941,-9,A45,Time forfeit,60+0,2021.01.15,15:10:19,Standard,987,+5
1167,Rated Bullet game,https://lichess.org/ghFM6T0d,2021.01.15,?,DaenaliaEvandruile,hazeem55,1-0,898,-5,A15,Time forfeit,60+0,2021.01.15,15:07:42,Standard,932,+9
1168,Rated Bullet game,https://lichess.org/zlsxxetH,2021.01.15,?,Neathra7,DaenaliaEvandruile,1-0,939,-7,D00,Normal,60+0,2021.01.15,15:05:09,Standard,1067,+4
1169,Rated Bullet game,https://lichess.org/sFqLydLY,2021.01.15,?,DaenaliaEvandruile,Jinrazuo,0-1,947,+6,A00,Normal,60+0,2021.01.15,15:03:02,Standard,949,-10
1170,Rated Bullet game,https://lichess.org/aeWSLZLG,2021.01.15,?,DaenaliaEvandruile,Premkumar_Azhiyur,1-0,916,-5,A20,Time forfeit,60+0,2021.01.15,15:00:20,Standard,939,+10
1171,Rated Bullet game,https://lichess.org/SApp5wXQ,2021.01.15,?,DaenaliaEvandruile,Krol_Julian,0-1,931,+7,A04,Time forfeit,60+0,2021.01.15,14:57:17,Standard,951,-12
1172,Rated Bullet game,https://lichess.org/pezVd9wd,2021.01.15,?,Krol_Julian,DaenaliaEvandruile,1-0,964,-13,A00,Time forfeit,60+0,2021.01.15,14:54:50,Standard,923,+8
1173,Rated Bullet game,https://lichess.org/TTLOPjoj,2021.01.15,?,DaenaliaEvandruile,tdibbi,0-1,887,+7,D00,Time forfeit,60+0,2021.01.15,14:52:20,Standard,979,-15
1174,Rated Bullet game,https://lichess.org/JjTh2aNe,2021.01.15,?,Ajay2218,DaenaliaEvandruile,1-0,993,-14,C20,Normal,60+0,2021.01.15,14:51:53,Standard,974,+9
1175,Rated Bullet game,https://lichess.org/nqp60l8a,2021.01.15,?,Holly500,DaenaliaEvandruile,0-1,982,+11,C23,Time forfeit,60+0,2021.01.15,14:49:29,Standard,914,-5
1176,Rated Bullet game,https://lichess.org/qQocjOVn,2021.01.15,?,DaenaliaEvandruile,shdr88,0-1,1006,+6,A00,Time forfeit,60+0,2021.01.15,14:47:11,Standard,995,-13
1177,Rated Bullet game,https://lichess.org/eSRX6JHA,2021.01.15,?,DaenaliaEvandruile,MestreHisoka,0-1,962,+6,C01,Normal,60+0,2021.01.15,14:45:12,Standard,1011,-16
1178,Rated Bullet game,https://lichess.org/Vs9Rtbdn,2021.01.15,?,DaenaliaEvandruile,LouieDummer,1-0,986,-5,A51,Time forfeit,60+0,2021.01.15,11:56:17,Standard,997,+14
1179,Rated Bullet game,https://lichess.org/avLtTIta,2021.01.15,?,sikalafa,DaenaliaEvandruile,1-0,1014,-17,A40,Time forfeit,60+0,2021.01.15,11:53:54,Standard,969,+6
1180,Rated Bullet game,https://lichess.org/4cl8ctJe,2021.01.15,?,ErbEn_rico,DaenaliaEvandruile,0-1,1003,+11,B02,Time forfeit,60+0,2021.01.15,11:51:15,Standard,890,-10
1181,Rated Bullet game,https://lichess.org/4TsLC7zM,2021.01.15,?,DaenaliaEvandruile,Arbogado,1-0,1060,-8,A40,Time forfeit,60+0,2021.01.15,11:48:40,Standard,982,+21
1182,Rated Bullet game,https://lichess.org/4qe2xjfi,2021.01.15,?,HolyPrick,DaenaliaEvandruile,1/2-1/2,984,-2,A40,Normal,60+0,2021.01.15,11:46:22,Standard,952,+0
1183,Rated Bullet game,https://lichess.org/6fxCm303,2021.01.15,?,DaenaliaEvandruile,NikolayDen_777,1-0,818,-11,D20,Time forfeit,60+0,2021.01.15,11:43:47,Standard,973,+11
1184,Rated Bullet game,https://lichess.org/lYX9t43p,2021.01.15,?,MArcElKoX,DaenaliaEvandruile,1-0,992,-19,C20,Time forfeit,60+0,2021.01.15,11:41:06,Standard,1002,+12
1185,Rated Bullet game,https://lichess.org/NRUP2Eu6,2021.01.15,?,DaenaliaEvandruile,Gian_Carlo22,1-0,971,-19,A00,Time forfeit,60+0,2021.01.15,07:52:15,Standard,972,+20
1186,Rated Bullet game,https://lichess.org/LFd9HaWl,2021.01.15,?,pixeltje,DaenaliaEvandruile,1-0,986,-14,A00,Normal,60+0,2021.01.15,07:49:44,Standard,1103,+17
1187,Rated Bullet game,https://lichess.org/yLdwCIze,2021.01.15,?,DaenaliaEvandruile,tbrijesh,1-0,1001,-9,A00,Time forfeit,60+0,2021.01.15,07:47:17,Standard,961,+25
1188,Rated Bullet game,https://lichess.org/7SaBeZ8w,2021.01.15,?,Schachjustus,DaenaliaEvandruile,0-1,938,+23,B02,Time forfeit,60+0,2021.01.15,07:44:53,Standard,912,-5
1189,Rated Bullet game,https://lichess.org/GE8QO6Un,2021.01.15,?,thebandi,DaenaliaEvandruile,1-0,961,-23,A40,Time forfeit,60+0,2021.01.15,07:42:15,Standard,998,+5
1190,Rated Bullet game,https://lichess.org/qd8G9bWq,2021.01.15,?,DaenaliaEvandruile,jagruti12,1-0,849,-4,A00,Time forfeit,60+0,2021.01.15,06:43:12,Standard,940,+21
1191,Rated Bullet game,https://lichess.org/R5IpbIlc,2021.01.15,?,DaenaliaEvandruile,dn_Edsan,1-0,1048,-7,A00,Time forfeit,60+0,2021.01.15,02:53:52,Standard,897,+43
1192,Rated Bullet game,https://lichess.org/XaoZtFPp,2021.01.15,?,DaenaliaEvandruile,Dimash111,0-1,992,+4,A00,Time forfeit,60+0,2021.01.15,02:51:20,Standard,923,-26
1193,Rated Bullet game,https://lichess.org/uudRgTqj,2021.01.14,?,RoryDers,DaenaliaEvandruile,1-0,954,-31,B00,Normal,120+1,2021.01.14,15:17:47,Standard,1005,+5
1194,Rated Bullet game,https://lichess.org/5iogaGqc,2021.01.14,?,emmesi,DaenaliaEvandruile,0-1,914,+40,C42,Normal,120+1,2021.01.14,15:10:40,Standard,912,-6
1195,Rated Blitz game,https://lichess.org/52enn2dS,2021.01.12,?,DaenaliaEvandruile,SchaakTomak,1-0,799,-8,B00,Normal,180+0,2021.01.12,10:52:45,Standard,714,+64
1196,Rated Blitz game,https://lichess.org/xYnWCjPl,2021.01.12,?,SchaakTomak,DaenaliaEvandruile,1-0,769,-55,A00,Normal,180+0,2021.01.12,10:47:47,Standard,793,+6
1197,Casual Blitz game,https://lichess.org/KKdsOQhn,2021.01.12,?,DaenaliaEvandruile,PlatonicSolids,0-1,1514,,B20,Normal,180+0,2021.01.12,10:44:38,Standard,769,
1198,Casual Blitz game,https://lichess.org/x879vcAg,2021.01.12,?,PlatonicSolids,DaenaliaEvandruile,1-0,769,,B02,Normal,180+0,2021.01.12,10:38:21,Standard,1514,
1199,Casual Blitz game,https://lichess.org/XVLrPf4W,2021.01.12,?,DaenaliaEvandruile,PlatonicSolids,0-1,1514,,A00,Normal,180+0,2021.01.12,10:33:24,Standard,769,
1200,Casual Blitz game,https://lichess.org/P118d2sw,2021.01.12,?,PlatonicSolids,DaenaliaEvandruile,1-0,769,,D02,Normal,180+0,2021.01.12,10:28:52,Standard,1514,
1201,Casual Blitz game,https://lichess.org/OtiEKJK9,2021.01.12,?,DaenaliaEvandruile,PlatonicSolids,0-1,1514,,A00,Normal,180+0,2021.01.12,10:22:29,Standard,769,
1202,Casual Rapid game,https://lichess.org/LtfRRlgJ,2021.01.12,?,DaenaliaEvandruile,PlatonicSolids,1/2-1/2,1487,,A80,Normal,600+0,2021.01.12,10:02:02,Standard,1175,
1203,Casual Rapid game,https://lichess.org/BTaM4KOe,2021.01.12,?,PlatonicSolids,DaenaliaEvandruile,1-0,1175,,B00,Normal,600+0,2021.01.12,09:46:53,Standard,1487,
1204,Casual Blitz game,https://lichess.org/dNgpAnN8,2021.01.11,?,DaenaliaEvandruile,PolynomialTime,0-1,1099,,B06,Normal,180+0,2021.01.11,14:10:52,Standard,769,
1205,Casual Blitz game,https://lichess.org/kSKWof7K,2021.01.11,?,PolynomialTime,DaenaliaEvandruile,1-0,769,,B00,Normal,180+0,2021.01.11,14:02:59,Standard,1099,
1206,Casual Blitz game,https://lichess.org/JF1EM3JX,2021.01.11,?,DaenaliaEvandruile,PolynomialTime,1-0,1099,,A00,Normal,180+0,2021.01.11,13:58:08,Standard,769,
1207,Casual Bullet game,https://lichess.org/dLgZStdl,2021.01.11,?,DaenaliaEvandruile,PolynomialTime,0-1,1222,,D00,Normal,120+0,2021.01.11,13:52:36,Standard,914,
1208,Rated Blitz game,https://lichess.org/bb9bSWDl,2021.01.10,?,DaenaliaEvandruile,DSMCouto,0-1,690,+16,C20,Normal,300+0,2021.01.10,01:33:33,Standard,873,-104
1209,Rated Blitz game,https://lichess.org/54S2AnIg,2021.01.10,?,DSMCouto,DaenaliaEvandruile,0-1,815,+58,A45,Normal,300+0,2021.01.10,01:31:12,Standard,697,-7
1210,Rated Blitz game,https://lichess.org/1cU28KKw,2021.01.10,?,DaenaliaEvandruile,DSMCouto,1-0,708,-11,A00,Time forfeit,300+0,2021.01.10,01:19:52,Standard,707,+108
1211,Rated Blitz game,https://lichess.org/hMFvtiVL,2021.01.10,?,DSMCouto,DaenaliaEvandruile,1-0,949,-242,B01,Time forfeit,300+0,2021.01.10,01:09:26,Standard,692,+16
1212,Rated Blitz game,https://lichess.org/acrgnPyP,2021.01.10,?,DaenaliaEvandruile,DSMCouto,1-0,699,-7,A40,Normal,300+0,2021.01.10,01:01:10,Standard,800,+149
1213,Rated Rapid game,https://lichess.org/8fLTnoeo,2021.01.08,?,DaenaliaEvandruile,OriolH,0-1,1234,+6,A00,Normal,600+0,2021.01.08,11:14:53,Standard,1223,-48
1214,Rated Rapid game,https://lichess.org/PY4BLFD3,2021.01.08,?,simp-z,DaenaliaEvandruile,1-0,1273,-50,C40,Normal,600+0,2021.01.08,11:07:52,Standard,1323,+5
1215,Rated Bullet game,https://lichess.org/HiqeKpSC,2021.01.08,?,DaenaliaEvandruile,Francisco_Sanchez,0-1,817,+22,A00,Normal,60+0,2021.01.08,00:07:20,Standard,974,-60
